"symbol","nameEN","ALPHA","MKT","SMB","HML","RMW","CMA","R2adj"
"KWI","KWI PUBLIC COMPANY LIMITED","0.00016","1.18776","1.38858","0.09124","-0.11732","0.22397","0.06238"
"KWM","K. W. METAL WORK PUBLIC COMPANY LIMITED","0.00041","0.90315","1.13134","0.06578","-0.05851","0.06722","0.05065"
"KYE","KANG YONG ELECTRIC PUBLIC COMPANY LIMITED","5e-05","0.35001","0.28237","0.0865","-0.04085","0.00219","0.06505"
"LALIN","LALIN PROPERTY PUBLIC COMPANY LIMITED","0.00028","0.62697","0.41737","0.11843","0.07647","-0.00549","0.17068"
"LANNA","THE LANNA RESOURCES PUBLIC COMPANY LIMITED","6e-05","0.94125","0.64497","0.43215","0.02374","0.01127","0.15399"
"LDC","LDC DENTAL PUBLIC COMPANY LIMITED","-0.00057","1.11801","0.68251","-0.04584","-0.02903","0.05915","0.13258"
"LEE","LEE FEED MILL PUBLIC COMPANY LIMITED","-0.00011","0.51033","0.34573","0.02815","-0.11489","0.01288","0.11576"
"LEO","LEO GLOBAL LOGISTICS PUBLIC COMPANY LIMITED","0.00018","1.41867","1.18048","-0.185","-0.35053","0.10196","0.1871"
"LH","LAND AND HOUSES PUBLIC COMPANY LIMITED","-6e-05","0.95716","0.00731","0.02506","-0.02146","-0.08275","0.34385"
"LHFG","LH FINANCIAL GROUP PUBLIC COMPANY LIMITED","-0.00015","0.84879","0.53043","0.42032","-0.13131","-0.05824","0.20039"
"LHHOTEL","LH HOTEL LEASEHOLD REAL ESTATE INVESTMENT TRUST","2e-05","0.4883","0.19816","0.15766","-0.13285","0.02748","0.09108"
"LHK","LOHAKIT METAL PUBLIC COMPANY LIMITED","7e-05","0.59416","0.37911","0.24996","-0.03376","-0.00298","0.12897"
"LHSC","LH SHOPPING CENTERS LEASEHOLD REAL ESTATE INVESTMENT TRUST","0","0.39928","0.09769","0.13889","-0.04565","-0.04895","0.09094"
"LIT","LEASE IT PUBLIC COMPANY LIMITED","-0.00014","1.40799","1.17937","0.08615","0.01713","0.05608","0.1799"
"LOXLEY","LOXLEY PUBLIC COMPANY LIMITED","-0.00036","1.22911","0.84221","0.12452","-0.29721","-0.1605","0.24477"
"LPF","LOTUS'S RETAIL GROWTH FREEHOLD AND LEASEHOLD PROPERTY FUND","1e-05","0.31179","0.14129","0.03695","0.00643","-0.02118","0.04871"
"LPH","LADPRAO GENERAL HOSPITAL PUBLIC COMPANY LIMITED","-0.00017","0.79943","0.51599","0.01685","-0.05048","-0.03586","0.18371"
"LPN","L.P.N. DEVELOPMENT PUBLIC COMPANY LIMITED","-0.00066","1.00955","0.64444","0.25357","-0.10561","-0.09678","0.19913"
"LRH","LAGUNA RESORTS & HOTELS PUBLIC COMPANY LIMITED","0.00021","0.47612","0.21818","0.13205","-0.14149","0.07137","0.03588"
"LST","LAM SOON (THAILAND) PUBLIC COMPANY LIMITED","3e-05","0.61681","0.62464","0.06005","0.09655","0.14768","0.07936"
"LUXF","LUXURY REAL ESTATE INVESTMENT FUND","-0.00093","-0.00342","-0.39099","0.05689","0.27369","0.43648","-0.01109"
"M","MK RESTAURANT GROUP PUBLIC COMPANY LIMITED","-2e-05","0.73587","0.16939","-0.0158","-0.02599","-0.09264","0.20847"
"MACO","MASTER AD PUBLIC COMPANY LIMITED","-9e-05","1.46439","1.00431","0.03345","0.16562","-0.08309","0.2092"
"MAJOR","MAJOR CINEPLEX GROUP PUBLIC COMPANY LIMITED","-5e-05","0.85357","0.2274","0.20205","0.19021","-0.21081","0.14921"
"MALEE","MALEE GROUP PUBLIC COMPANY LIMITED","-2e-04","1.23549","1.05623","-0.05882","0.25633","-0.18522","0.14949"
"MANRIN","THE MANDARIN HOTEL PUBLIC COMPANY LIMITED","0.00029","0.26991","0.06788","0.04095","-0.02966","0.01009","0.00743"
"MASTER","Master Style Public Company Limited","6e-04","1.25149","1.33335","-0.66256","0.50284","0.78441","0.15812"
"MATCH","MATCHING MAXIMIZE SOLUTION PUBLIC COMPANY LIMITED","0.00011","0.76159","0.60775","-0.29166","-0.44667","0.1463","0.04428"
"MATI","MATICHON PUBLIC COMPANY LIMITED","0.00046","0.30656","0.34362","0.03646","0.05979","-0.02463","0.00625"
"MAX","MAX METAL CORPORATION PUBLIC COMPANY LIMITED","0.01869","0.23186","0.35628","-0.39183","-0.20556","-0.02172","-0.00185"
"MBAX","MULTIBAX PUBLIC COMPANY LIMITED","0.00031","0.62309","0.69256","-0.06484","-0.27565","0.12159","0.05066"
"MBK","MBK PUBLIC COMPANY LIMITED","8e-05","0.80791","0.28708","0.15341","-0.04654","-0.19953","0.18765"
"MC","MC GROUP PUBLIC COMPANY LIMITED","-2e-05","1.00369","0.67478","0.13138","0.15448","-0.12095","0.18295"
"MCOT","MCOT PUBLIC COMPANY LIMITED","-0.00089","0.8187","0.77868","0.07114","-0.09577","0.12854","0.08408"
"MCS","M.C.S.STEEL PUBLIC COMPANY LIMITED","0.00022","0.93285","0.55579","0.11991","0.0894","-0.1684","0.15901"
"MDX","M.D.X. PUBLIC COMPANY LIMITED","-0.00035","1.15355","1.11263","0.06781","-0.08626","-0.073","0.14281"
"MEB","MEB Corporation Public Company Limited","0.00021","1.74401","1.57892","-1.6572","-0.38306","0.41474","0.25505"
"MEGA","MEGA LIFESCIENCES PUBLIC COMPANY LIMITED","0.00041","0.947","0.45427","-0.13099","0.10481","-0.09416","0.1437"
"MENA","MENA TRANSPORT PUBLIC COMPANY LIMITED","-1e-04","1.93678","0.98594","0.43355","-0.10727","0.18327","0.2131"
"META","META CORPORATION PUBLIC COMPANY LIMITED","-0.00066","1.01283","1.15289","0.27352","-0.17189","0.0666","0.06812"
"METCO","MURAMOTO ELECTRON (THAILAND) PUBLIC COMPANY LIMITED","0.00021","0.39554","0.3077","-0.13478","-0.07136","0.26124","0.03733"
"MFC","MFC ASSET MANAGEMENT PUBLIC COMPANY LIMITED","-0.00017","0.41423","0.24153","-0.03588","-0.02426","0.03043","0.04758"
"MFEC","MFEC PUBLIC COMPANY LIMITED","0","0.62843","0.67049","0.00393","-0.06706","0.03882","0.08914"
"MGC","Millennium Group Corporation (Asia) Public Company Limited","-0.00162","1.00585","0.94094","-1.12923","-0.22944","2.01844","0.1393"
"MGT","MEGACHEM (THAILAND) PUBLIC COMPANY LIMITED","4e-04","1.03037","1.34704","0.3488","0.35865","-0.12357","0.10851"
"MICRO","MICRO LEASING PUBLIC COMPANY LIMITED","-0.00155","1.4311","1.23117","0.26798","0.15308","0.0679","0.19245"
"MIDA","MIDA ASSETS PUBLIC COMPANY LIMITED","-1e-04","0.95883","1.01609","0.29145","0.0251","0.14055","0.114"
"MILL","MILLCON STEEL PUBLIC COMPANY LIMITED","-0.00028","1.0151","1.09609","0.27315","-0.4132","0.26311","0.10924"
"MINT","MINOR INTERNATIONAL PUBLIC COMPANY LIMITED","0.00021","1.28861","-0.14639","-0.0435","-0.17984","-0.0815","0.33164"
"MIPF","MILLIONAIRE PROPERTY FUND","0.00225","0.01901","0.01246","0.56127","0.29295","0.22855","0.00036"
"MIT","MFC INDUSTRIAL REAL ESTATE INVESTMENT TRUST","-0.00077","-0.03298","0.13171","-0.20223","0.01277","0.26167","0.00254"
"MITSIB","MITSIB LEASING PUBLIC COMPANY LIMITED","-0.00043","0.69128","0.64894","0.13011","-0.23268","-0.23218","0.05776"
"MJD","MAJOR DEVELOPMENT PUBLIC COMPANY LIMITED","0.04216","0.16405","-2.80068","4.4947","-3.65976","-6.3246","-0.00152"
"MJLF","MAJOR CINEPLEX LIFESTYLE LEASEHOLD PROPERTY FUND","-0.00047","0.32174","0.07829","0.18743","-0.02712","-0.13281","0.04137"
"MK","M.K. REAL ESTATE DEVELOPMENT PUBLIC COMPANY LIMITED","-1e-04","0.60482","0.44351","0.117","-0.09082","0.01667","0.10765"
"ML","MIDA LEASING PUBLIC CO., LTD.","2e-04","1.08712","0.9817","0.36594","-0.02479","-0.08345","0.11525"
"MNIT","MFC-NICHADA THANI PROPERTY FUND","0.00096","0.22482","0.32431","-0.21876","-0.37747","-0.13819","0.00176"
"MNIT2","NICHADA THANI PROPERTY FUND 2","0.00201","0.1997","0.29833","0.88333","-0.48481","-0.70492","-0.00343"
"MNRF","MULTI-NATIONAL RESIDENCE FUND","7e-05","0.17726","-0.05397","-0.37101","0.34482","-0.21937","0.01945"
"MODERN","MODERNFORM GROUP PUBLIC COMPANY LIMITED","-0.00052","0.39405","0.33844","0.0681","0.00711","0.05189","0.07195"
"MONO","MONO NEXT PUBLIC COMPANY LIMITED","-0.00041","1.34987","1.05948","-0.31052","-0.50622","0.0638","0.15515"
"MOONG","MOONG PATTANA INTERNATIONAL PUBLIC COMPANY LIMITED","0.00011","0.87284","0.72918","0.11016","0.16104","0.23369","0.07611"
"MORE","MORE RETURN PUBLIC COMPANY LIMITED","0.00079","1.15714","1.24557","-0.24148","-0.1228","0.02154","0.04126"
"MOSHI","Moshi Moshi Retail Corporation Public Company Limited","0.00394","1.1545","1.38292","-0.69986","-0.09533","0.66957","0.11471"
"MSC","METRO SYSTEMS CORPORATION PUBLIC COMPANY LIMITED","0.00034","0.60097","0.42246","0.10523","0.016","0.02534","0.05867"
"MST","MAYBANK SECURITIES (THAILAND) PUBLIC COMPANY LIMITED","-0.00034","0.53157","0.3235","0.14785","0.13986","-0.05013","0.10536"
"MTC","MUANGTHAI CAPITAL PUBLIC COMPANY LIMITED","0.00075","1.386","0.50032","-0.06947","0.14725","-0.4894","0.30407"
"MTI","MUANG THAI INSURANCE PUBLIC COMPANY LIMITED","0.00014","0.3583","0.19141","0.07762","0.03171","-0.14017","0.05878"
"MTW","MAKE TO WIN HOLDING PUBLIC COMPANY LIMITED","0.00226","2.00298","1.88282","-0.24912","0.95438","1.2081","0.15353"
"MUD","MUD & HOUND PUBLIC COMPANY LIMITED","-0.00036","0.54316","0.562","0.02481","-0.19273","0.12901","0.03128"
"MVP","M VISION PUBLIC COMPANY LIMITED","5e-05","1.014","1.21968","0.06377","0.1882","-0.12286","0.05401"
"NATION","NATION GROUP (THAILAND) PUBLIC COMPANY LIMITED","-0.00045","0.4139","0.50103","0.11638","-0.19222","0.24223","0.00797"
"NC","NEWCITY (BANGKOK) PUBLIC COMPANY LIMITED","0.001","0.29935","0.5268","0.13456","0.20842","0.25175","0.00641"
"NCAP","NEXT CAPITAL PUBLIC COMPANY LIMITED","-3e-04","1.86202","1.40037","-0.03197","0.09904","0.04218","0.14738"
"NCH","N. C. HOUSING PUBLIC COMPANY LIMITED","6e-05","1.05261","0.98335","0.14563","-0.32492","0.17779","0.10498"
"NCL","NCL INTERNATIONAL LOGISTICS PUBLIC COMPANY LIMITED","4e-05","1.10148","1.31024","0.00812","-0.09166","0.0513","0.08454"
"NDR","N.D. RUBBER PUBLIC COMPANY LIMITED","-0.00031","1.06228","1.18635","0.13938","-0.0075","0.11817","0.10041"
"NEP","NEP REALTY AND INDUSTRY PUBLIC COMPANY LIMITED","-0.00031","0.77588","0.6172","0.26666","-0.26137","0.0786","0.0373"
"NER","NORTH EAST RUBBER PUBLIC COMPANY LIMITED","7e-04","1.15011","1.10434","0.17515","0.07997","0.07869","0.17203"
"NETBAY","NETBAY PUBLIC COMPANY LIMITED","0.00054","1.00381","0.84096","-0.1404","0.2106","-0.14094","0.12502"
"NEW","WATTANA KARNPAET PUBLIC COMPANY LIMITED","0.00068","-0.06148","0.01024","0.1766","0.28715","0.02772","-0.00034"
"NEWS","NEWS NETWORK CORPORATION PUBLIC COMPANY LIMITED","0.01967","0.08874","-0.09046","-0.64939","1.28104","-1.1825","0.00057"
"NEX","NEX POINT PUBLIC COMPANY LIMITED","0.00113","0.95401","0.89961","-0.48276","-0.17607","0.04612","0.0763"
"NFC","NFC PUBLIC COMPANY LIMITED","6e-05","0.4903","0.49941","-0.06449","-0.14194","0.02353","0.01393"
"NKI","THE NAVAKIJ INSURANCE PUBLIC COMPANY LIMITED","-5e-05","-0.0118","-0.0129","-0.00751","0.07385","0.09487","-0.00105"
"NNCL","NAVANAKORN PUBLIC COMPANY LIMITED","-8e-05","0.82999","0.75803","0.06714","-0.10209","-0.03085","0.16023"
"NOBLE","NOBLE DEVELOPMENT PUBLIC COMPANY LIMITED","9e-05","0.72264","0.54818","0.1672","0.21982","0.00513","0.079"
"NOK","NOK AIRLINES PUBLIC COMPANY LIMITED","-0.00058","0.8885","0.38706","0.02343","-0.33906","-0.08265","0.05514"
"NOVA","NOVA EMPIRE PUBLIC COMPANY LIMITED","0.00059","0.24707","0.4119","-0.16283","0.01007","-0.09773","0.01234"
"NPK","NEW PLUS KNITTING PUBLIC COMPANY LIMITED","0.00047","0.3364","0.2718","0.27761","0.24161","-0.2381","0.00792"
"NRF","NR INSTANT PRODUCE PUBLIC COMPANY LIMITED","-0.00061","1.21996","1.29416","0.25165","0.35261","-0.03262","0.16165"
"NSL","NSL FOODS PUBLIC COMPANY LIMITED","0.00091","1.47619","1.06377","-0.02326","0.09412","0.20017","0.21395"
"NTSC","Nutrition SC Public Company Limited","-0.00419","1.7661","1.2823","0.70538","0.35948","0.51683","0.10662"
"NTV","NONTHAVEJ HOSPITAL PUBLIC COMPANY LIMITED","0.00023","0.45466","0.34516","-0.0407","-0.03618","-0.11508","0.07802"
"NUSA","NUSASIRI PUBLIC COMPANY LIMITED","0.00013","1.17232","0.92137","0.03532","-0.3186","-0.02779","0.08479"
"NV","NOVA ORGANIC PUBLIC COMPANY LIMITED","-0.00123","1.4295","0.98482","0.32042","-0.10128","-0.0966","0.12753"
"NVD","NIRVANA DEVELOPMENT PUBLIC COMPANY LIMITED","-0.00065","0.6372","0.85763","0.28339","-0.06955","0.19905","0.04139"
"NWR","NAWARAT PATANAKARN PUBLIC COMPANY LIMITED","-0.00073","1.74654","1.20654","0.28489","-0.10164","-0.05322","0.31152"
"NYT","NAMYONG TERMINAL PUBLIC COMPANY LIMITED","-0.00018","0.71994","0.58401","0.09565","-0.00705","-0.06836","0.10954"
"OCC","O.C.C. PUBLIC COMPANY LIMITED","0","0.26127","0.21551","0.09844","0.08945","-0.04644","0.00773"
"OGC","OCEAN GLASS PUBLIC COMPANY LIMITED","1e-05","0.33767","0.40062","-0.02555","-0.29726","0.13743","0.02118"
"OHTL","OHTL PUBLIC COMPANY LIMITED","4e-05","0.33818","0.22492","-0.11311","-0.04197","0.07305","0.01762"
"ONEE","THE ONE ENTERPRISE PUBLIC COMPANY LIMITED","-0.00138","1.43822","0.74054","-0.02545","-0.09585","0.13457","0.20344"
"OR","PTT OIL AND RETAIL BUSINESS PUBLIC COMPANY LIMITED","-0.00075","0.91955","-0.12226","0.06032","-0.07474","0.28234","0.16162"
"ORI","ORIGIN PROPERTY PUBLIC COMPANY LIMITED","0.00094","1.49568","1.0706","0.21524","0.12579","-0.38228","0.24579"
"OSP","OSOTSPA PUBLIC COMPANY LIMITED","0.00011","1.00956","-0.17599","-0.45576","-0.2306","-0.23989","0.38134"
"OTO","ONE TO ONE CONTACTS PUBLIC COMPANY LIMITED","-0.00039","1.08746","1.29199","-0.09731","-0.02892","0.08004","0.06805"
"PACE","PACE DEVELOPMENT CORPORATION PUBLIC COMPANY LIMITED","-0.00083","0.48266","0.60982","0.12385","-0.17155","-0.24105","0.01309"
"PACO","PRESIDENT AUTOMOBILE INDUSTRIES PUBLIC COMPANY LIMITED","-0.00102","1.03128","0.44532","0.39854","0.1076","0.10762","0.14643"
"PAF","PAN ASIA FOOTWEAR PUBLIC COMPANY LIMITED","0.00078","1.44605","1.53328","0.00267","-0.5036","0.1212","0.10466"
"PAP","PACIFIC PIPE PUBLIC COMPANY LIMITED","-0.00027","0.76904","0.70825","0.12948","0.07817","0.21439","0.1131"
"PATO","PATO CHEMICAL INDUSTRY PUBLIC COMPANY LIMITED","-2e-04","0.36916","0.30252","0.12307","0.05935","0.10417","0.05526"
"PB","PRESIDENT BAKERY PUBLIC COMPANY LIMITED","0.00018","0.12823","0.09846","-0.04371","-0.06097","0.05874","0.01813"
"PCC","Precise Corporation Public Company Limited","0.00049","1.00774","0.94394","0.31045","-0.17091","0.2426","0.16143"
"PCSGH","P.C.S. MACHINE GROUP HOLDING PUBLIC COMPANY LIMITED","-0.00023","0.48904","0.45567","0.02152","-0.10748","0.02968","0.0628"
"PDG","PRODIGY PUBLIC COMPANY LIMITED","-0.00024","0.61999","0.57562","0.23225","0.09763","-0.07181","0.10394"
"PDJ","PRANDA JEWELRY PUBLIC COMPANY LIMITED","-0.00044","0.66529","0.73075","0.13895","0.03446","0.12738","0.06802"
"PEACE","PEACE & LIVING PUBLIC COMPANY LIMITED","-0.00042","0.67385","0.52475","-0.16298","-0.20937","0.04247","0.04507"
"PERM","PERMSIN STEEL WORKS PUBLIC COMPANY LIMITED","0.00026","1.45529","1.52338","0.49044","-0.44233","0.09261","0.1421"
"PF","PROPERTY PERFECT PUBLIC COMPANY LIMITED","-0.00042","1.14356","0.77362","0.3764","-0.18295","-0.16024","0.21275"
"PG","PEOPLE'S GARMENT PUBLIC COMPANY LIMITED","9e-05","0.41484","0.28262","-0.03603","-0.07548","0.01094","0.01908"
"PHG","Patrangsit Healthcare Group Public Company Limited","-0.0029","1.27089","2.43982","-0.21679","-1.58738","-0.82907","0.15615"
"PHOL","PHOL DHANYA PUBLIC COMPANY LIMITED","9e-05","0.61984","0.83047","0.13791","0.18336","-0.09392","0.05652"
"PICO","PICO (THAILAND) PUBLIC COMPANY LIMITED","0.00068","0.47705","0.51301","0.00108","-0.02404","0.17763","0.01813"
"PIMO","PIONEER MOTOR PUBLIC COMPANY LIMITED","3e-05","1.3233","1.18304","-0.02033","-0.17388","0.15942","0.13173"
"PIN","PINTHONG INDUSTRIAL PARK PUBLIC COMPANY LIMITED","0.00038","0.58616","0.41258","0.22525","-0.19449","-0.00095","0.13239"
"PJW","PANJAWATTANA PLASTIC PUBLIC COMPANY LIMITED","7e-05","1.03646","1.06383","0.09619","-0.1875","0.15337","0.14451"
"PK","PATKOL PUBLIC COMPANY LIMITED","0.00252","0.69254","0.1666","0.07132","1.19675","0.78534","0.00236"
"PL","PHATRA LEASING PUBLIC COMPANY LIMITED","-0.00035","0.68765","0.40486","0.14839","-0.10432","-0.03024","0.17769"
"PLANB","PLAN B MEDIA PUBLIC COMPANY LIMITED","5e-04","1.49797","0.68275","-0.08489","-0.09296","-0.24709","0.28812"
"PLANET","PLANET COMMUNICATIONS ASIA PUBLIC COMPANY LIMITED","-0.00044","1.1474","1.07109","0.09529","-0.33985","0.09429","0.08923"
"PLAT","THE PLATINUM GROUP PUBLIC COMPANY LIMITED","-0.00028","1.16235","0.65343","0.17123","-0.22902","-0.07317","0.23429"
"PLE","POWER LINE ENGINEERING PUBLIC COMPANY LIMITED","-0.00063","1.127","0.94283","0.26573","-0.1199","0.02703","0.19123"
"PLT","Pilatus Marine Public Company Limited","-0.00101","1.50929","0.863","0.50767","-0.23838","-0.11799","0.05446"
"PLUS","Royal Plus Public Company Limited","0.00224","1.84231","2.05613","0.20307","-0.35575","-0.24129","0.16455"
"PM","PREMIER MARKETING PUBLIC COMPANY LIMITED","2e-05","0.67836","0.47805","-0.1368","0.088","0.17139","0.10596"
"PMTA","PM THORESEN ASIA HOLDINGS PUBLIC COMPANY LIMITED","-0.00041","0.47617","0.58409","0.11497","0.07183","0.16709","0.0406"
"POLAR","POLARIS CAPITAL PUBLIC COMPANY LIMITED","0.00239","-0.01674","0.01153","0.01252","-0.27543","-0.0935","-0.002"
"POLY","Polynet Public Company Limited","0.00185","1.39479","0.75464","0.42602","0.49749","1.68147","0.03664"
"POMPUI","KUANG PEI SAN FOOD PRODUCTS PUBLIC COMPANY LIMITED","0","0","0","0","0","0","NaN"
"POPF","PRIME OFFICE LEASEHOLD PROPERTY FUND","-0.00248","0.27471","0.25477","-0.15249","0.03941","0.05412","-0.00143"
"PORT","SAHATHAI TERMINAL PUBLIC COMPANY LIMITED","-0.00071","1.36783","0.82256","0.22103","-0.17809","-0.01451","0.18912"
"POST","BANGKOK POST PUBLIC COMPANY LIMITED","-0.00016","0.09474","-0.03189","-0.19876","-0.36341","0.1039","0.00077"
"PPF","PINTHONG INDUSTRIAL PARK PROPERTY FUND","-4e-04","0.10693","0.07207","0.15603","-0.13476","0.04355","0.00348"
"PPM","PORN PROM METAL PUBLIC COMPANY LIMITED","5e-05","1.31396","1.39654","0.1631","-0.05392","0.23298","0.09935"
"PPP","PREMIER PRODUCTS PUBLIC COMPANY LIMITED","-0.00041","0.84068","0.85173","0.06626","-0.07639","0.05236","0.12518"
"PPPM","PP PRIME PUBLIC COMPANY LIMITED","-4e-04","1.47443","1.82544","0.06645","-0.23594","0.3203","0.05951"
"PPS","PROJECT PLANNING SERVICE PUBLIC COMPANY LIMITED","0","1.4425","1.55985","0.16581","-0.08022","0.18081","0.13587"
"PQS","Premier Quality Starch Public Company Limited","-0.00204","1.55241","1.29524","0.85842","-0.57914","-1.30952","0.35219"
"PR9","PRARAM 9 HOSPITAL PUBLIC COMPANY LIMITED","0.00033","0.70322","0.49357","-0.16388","-0.17316","0.12203","0.10138"
"PRAKIT","PRAKIT HOLDINGS PUBLIC COMPANY LIMITED","-1e-04","0.40682","0.35432","0.08856","0.01523","0.0805","0.03174"
"PRAPAT","PEERAPAT TECHNOLOGY PUBLIC COMPANY LIMITED","-1e-05","1.51159","1.19312","-0.30569","-0.47771","-0.05201","0.14534"
"PREB","PRE-BUILT PUBLIC COMPANY LIMITED","-4e-05","0.70152","0.44405","0.05482","-0.12428","-0.0344","0.19017"
"PRECHA","PREECHA GROUP PUBLIC COMPANY LIMITED","0.00027","1.34278","1.47533","0.31327","-0.28063","0.11818","0.09654"
"PRG","PRG CORPORATION PUBLIC COMPANY LIMITED","0.00027","0.36667","0.41754","0.39646","0.0585","-0.13171","0.01918"
"PRI","Primo Service Solutions Public Company Limited","0.00352","1.55629","2.09932","-1.00023","-0.98863","0.27242","0.17485"
"PRIME","PRIME ROAD POWER PUBLIC COMPANY LIMITED","-2e-04","0.94199","1.0724","0.12195","-0.10335","0.03783","0.06604"
"PRIN","PRINSIRI PUBLIC COMPANY LIMITED","0.00031","0.64338","0.64573","0.29912","-0.08378","0.01133","0.08538"
"PRINC","PRINCIPAL CAPITAL PUBLIC COMPANY LIMITED","0.00042","1.04214","0.79399","-0.21159","-0.42014","0.10212","0.12462"
"PRM","PRIMA MARINE PUBLIC COMPANY LIMITED","-9e-05","1.63878","1.2068","0.03018","0.36227","0.00425","0.26572"
"PRO","PROFESSIONAL WASTE TECHNOLOGY (1999) PUBLIC COMPANY LIMITED","0.00037","0.0012","-0.11014","-0.00157","-0.12017","-0.03868","0.00031"
"PROEN","PROEN CORP PUBLIC COMPANY LIMITED","-0.00075","1.33751","0.7588","-0.48519","0.04247","-0.05712","0.08955"
"PROS","PROSPER ENGINEERING PUBLIC COMPANY LIMITED","-0.00149","0.93528","0.6828","0.23118","-0.13119","-0.12228","0.09407"
"PROSPECT","PROSPECT LOGISTICS AND INDUSTRIAL FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST","-4e-05","0.19275","0.02575","-0.12607","-0.2283","-0.01921","0.00267"
"PROUD","PROUD REAL ESTATE PUBLIC COMPANY LIMITED","0.00042","0.95407","0.87651","0.08051","-0.31434","0.0156","0.05732"
"PRTR","PRTR Group Public Company Limited","-0.00025","1.84514","2.44291","-0.10208","-0.46068","-0.63837","0.21334"
"PSG","PSG CORPORATION PUBLIC COMPANY LIMITED","0.00453","1.25385","1.82444","0.57459","0.09676","0.13199","0.01525"
"PSH","PRUKSA HOLDING PUBLIC COMPANY LIMITED","-3e-04","0.90915","0.20874","0.31675","-0.0603","-0.18604","0.29991"
"PSL","PRECIOUS SHIPPING PUBLIC COMPANY LIMITED","-0.00016","1.47074","1.09782","0.61362","-0.16335","0.23626","0.16574"
"PSP","P.S.P.Specialties Public Company Limited","-0.00703","-2.42761","-1.55237","1.94316","-3.85021","-4.088","-0.26026"
"PSTC","POWER SOLUTION TECHNOLOGIES PUBLIC COMPANY LIMITED","-0.00071","1.40536","1.24364","0.22191","-0.06766","-0.04932","0.18551"
"PT","PREMIER TECHNOLOGY PUBLIC COMPANY LIMITED","3e-04","0.87129","0.74158","0.06904","-0.02903","0.0452","0.1168"
"PTC","PREMIER TANK CORPORATION PUBLIC COMPANY LIMITED","-0.00134","1.75803","1.06473","-0.07829","-0.5113","-0.05868","0.24248"
"PTECH","PLUS TECH INNOVATION PUBLIC COMPANY LIMITED","0.00029","0.11169","0.0534","-0.11044","-0.2351","0.13916","0.00026"
"PTG","PTG ENERGY PUBLIC COMPANY LIMITED","0.00048","1.38134","0.73977","0.07631","0.29999","-0.33489","0.24132"
"PTL","POLYPLEX (THAILAND) PUBLIC COMPANY LIMITED","0.00011","1.18059","0.98004","0.2086","-0.11705","0.12087","0.15756"
"PTT","PTT PUBLIC COMPANY LIMITED","-0.00013","1.15564","-0.43819","1.14305","0.54092","0.04751","0.63743"
"PTTEP","PTT EXPLORATION AND PRODUCTION PUBLIC COMPANY LIMITED","-0.00015","1.24595","-0.43791","1.32135","0.80832","0.11851","0.52183"
"PTTGC","PTT GLOBAL CHEMICAL PUBLIC COMPANY LIMITED","-0.00046","1.33664","-0.25406","0.80521","0.24826","0.09658","0.48913"
"PYLON","PYLON PUBLIC COMPANY LIMITED","-9e-05","1.1011","0.84971","0.09802","0.04359","-0.09157","0.23386"
"QHHR","QUALITY HOUSES HOTEL AND RESIDENCE FREEHOLD AND LEASEHOLD PROPERTY FUND","-8e-05","0.31367","0.14979","0.11265","0.04902","-0.05053","0.05631"
"QHOP","QUALITY HOSPITALITY LEASEHOLD PROPERTY FUND","0.00104","0.30047","-0.01371","0.02238","-0.20698","0.00167","0.00071"
"QHPF","QUALITY HOUSES LEASEHOLD PROPERTY FUND","-0.00013","0.3265","0.18558","0.05159","-0.07231","0.02453","0.07123"
"QLT","QUALITECH PUBLIC COMPANY LIMITED","-0.00024","0.48956","0.35809","0.00671","0.02164","-0.05794","0.03675"
"QTC","QTC ENERGY PUBLIC COMPANY LIMITED","2e-05","0.92508","0.92128","0.03454","-0.0985","0.01756","0.09469"
"RABBIT","RABBIT HOLDINGS PUBLIC COMPANY LIMITED","0.0046","1.19176","1.41898","0.35283","-0.13916","-0.125","0.00859"
"RAM","RAMKHAMHAENG HOSPITAL PUBLIC COMPANY LIMITED","9e-05","0.32919","0.22961","-0.00484","-0.0743","0.01151","0.01221"
"RATCH","RATCH GROUP PUBLIC COMPANY LIMITED","-0.00011","0.63136","-0.15715","-0.21433","-0.2783","-0.19586","0.25921"
"RBF","R&B FOOD SUPPLY PUBLIC COMPANY LIMITED","0.00096","1.18988","1.04247","-0.03387","0.49433","-0.24708","0.17412"
"RCL","REGIONAL CONTAINER LINES PUBLIC COMPANY LIMITED","0.00052","1.22644","1.3385","0.25988","-0.16777","0.20548","0.14252"
"READY","READYPLANET PUBLIC COMPANY LIMITED","-0.00151","1.04585","0.05373","-0.76197","1.04611","2.86717","0.08989"
"RICHY","RICHY PLACE 2002 PUBLIC COMPANY LIMITED","-0.00051","1.12726","0.70668","0.15966","0.03836","0.07789","0.15467"
"RJH","RAJTHANEE HOSPITAL PUBLIC COMPANY LIMITED","0.00027","0.61248","0.37044","-0.17399","0.18124","0.10056","0.11227"
"RML","RAIMON LAND PUBLIC COMPANY LIMITED","-0.00044","1.14465","1.06368","0.32849","-0.0132","0.06654","0.1645"
"ROCK","ROCKWORTH PUBLIC COMPANY LIMITED","3e-05","0.05232","0.05852","-0.08434","-0.00457","0.04246","-0.00165"
"ROH","ROYAL ORCHID HOTEL (THAILAND) PUBLIC COMPANY LIMITED","0.00043","0.13077","0.20935","-0.1019","0.19679","0.03531","0.00174"
